Chi-squared (1502.05703),M_dm,~chi_10 (MASS),M1 (MSOFT),M2 (MSOFT),tanbeta (HMIX),mu (HMIX),\Omega_{\chi}h^2,\sigma_{SI proton} (pb),\sigma_v (Km/s),At (Yd),MA (HMIX),M_q3L (MSOFT)
Chi-squared (1502.05703),Dark matter mass (Gev),Neutralino mass (GeV),Bino mass (GeV),Wino mass (GeV),tan \beta,Higgsino mass (GeV),Relic density,Spin independent cross section,\sigma_v (Km/s),Trilinear coupling top (GeV),Pseudoscalar Higgs mass (GeV),Left handed 3rd generation squark mass (GeV)
Statistic,Observable,Particle,Model parameter,Model parameter,Model parameter,Model parameter,Observable,Observable,Observable,Model parameter,Model parameter,Model parameter
30,8.63E+01,8.63E+01,-1.07E+02,3.88E+02,3.53E+01,1.13E+02,9.99E-02,2.11008E-10,9.26E-27,2.56E+03,1.24E+03,-8.69E+02
29,8.63E+01,8.63E+01,-1.08E+02,4.04E+02,3.73E+01,1.12E+02,9.22E-02,1.3873E-10,1.01E-26,2.59E+03,1.15E+03,-8.67E+02
29,8.63E+01,8.63E+01,-1.08E+02,4.27E+02,3.22E+01,1.12E+02,9.67E-02,6.07332E-10,9.75E-27,2.62E+03,1.16E+03,-8.76E+02
30,8.63E+01,8.63E+01,-1.07E+02,3.39E+02,4.17E+01,1.12E+02,9.57E-02,1.0342E-09,9.25E-27,2.50E+03,1.21E+03,-9.08E+02
30,8.63E+01,8.63E+01,-1.09E+02,4.22E+02,3.34E+01,1.11E+02,8.64E-02,3.77802E-10,1.08E-26,2.64E+03,1.16E+03,-8.61E+02
29,8.63E+01,8.63E+01,-1.10E+02,4.63E+02,2.73E+01,1.11E+02,9.02E-02,5.70059E-10,1.04E-26,3.39E+03,6.93E+02,-2.83E+03
30,8.63E+01,8.63E+01,-1.10E+02,3.97E+02,3.27E+01,1.11E+02,8.99E-02,7.03502E-10,1.02E-26,-1.67E+03,7.50E+02,1.74E+03
29,8.62E+01,8.62E+01,-1.10E+02,4.31E+02,3.59E+01,1.11E+02,9.02E-02,3.57803E-10,1.04E-26,-1.74E+03,7.11E+02,1.86E+03
29,8.63E+01,8.63E+01,-1.08E+02,3.69E+02,3.21E+01,1.12E+02,9.29E-02,1.02953E-09,9.67E-27,2.69E+03,1.22E+03,-8.92E+02
29,8.63E+01,8.63E+01,-1.09E+02,3.88E+02,2.39E+01,1.12E+02,9.40E-02,8.78515E-10,9.60E-27,-1.72E+03,6.79E+02,1.78E+03
30,8.63E+01,8.63E+01,-1.09E+02,3.93E+02,3.95E+01,1.11E+02,8.88E-02,1.09506E-09,1.04E-26,2.46E+03,1.27E+03,-8.99E+02
29,8.63E+01,8.63E+01,-1.10E+02,4.85E+02,3.93E+01,1.11E+02,8.69E-02,2.06357E-10,1.11E-26,2.38E+03,1.28E+03,-8.70E+02
30,8.63E+01,8.63E+01,-1.08E+02,4.20E+02,3.80E+01,1.13E+02,0.104605213,5.14052E-10,9.00E-27,2.57E+03,1.23E+03,-8.78E+02
29,8.62E+01,8.62E+01,-1.10E+02,4.61E+02,2.58E+01,1.11E+02,9.58E-02,7.44622E-10,9.77E-27,3.47E+03,7.09E+02,-2.65E+03
30,8.63E+01,8.63E+01,-1.07E+02,4.62E+02,2.91E+01,1.13E+02,0.10527059,7.50346E-10,9.02E-27,2.62E+03,1.14E+03,-8.78E+02
30,8.63E+01,8.63E+01,-1.08E+02,3.62E+02,2.08E+01,1.12E+02,9.55E-02,1.09177E-09,9.17E-27,-1.64E+03,6.79E+02,1.80E+03
29,8.63E+01,8.63E+01,-1.08E+02,4.04E+02,2.84E+01,1.12E+02,9.36E-02,5.75027E-10,9.85E-27,2.65E+03,1.21E+03,-8.81E+02
29,8.63E+01,8.63E+01,-1.09E+02,4.84E+02,3.99E+01,1.12E+02,9.99E-02,1.04023E-09,9.64E-27,2.57E+03,1.20E+03,-9.01E+02
30,8.63E+01,8.63E+01,-1.08E+02,4.38E+02,2.49E+01,1.11E+02,8.80E-02,3.37741E-10,1.05E-26,2.60E+03,1.22E+03,-8.70E+02
30,8.62E+01,8.62E+01,-1.07E+02,3.59E+02,1.75E+01,1.12E+02,9.36E-02,7.10357E-10,9.04E-27,3.49E+03,6.06E+02,-2.81E+03
29,8.62E+01,8.62E+01,-1.09E+02,3.91E+02,3.37E+01,1.12E+02,9.70E-02,3.82599E-10,9.43E-27,-1.74E+03,6.93E+02,1.82E+03
29,8.62E+01,8.62E+01,-1.09E+02,3.94E+02,2.31E+01,1.12E+02,9.35E-02,8.2084E-10,9.66E-27,-1.76E+03,6.60E+02,1.82E+03
30,8.62E+01,8.62E+01,-1.08E+02,4.16E+02,2.58E+01,1.12E+02,0.102721452,5.4581E-10,8.96E-27,-1.76E+03,6.36E+02,1.83E+03
30,8.62E+01,8.62E+01,-1.09E+02,3.89E+02,2.16E+01,1.11E+02,9.10E-02,8.5784E-10,9.72E-27,3.50E+03,6.93E+02,-2.65E+03
29,8.63E+01,8.63E+01,-1.08E+02,4.63E+02,2.90E+01,1.12E+02,9.67E-02,1.22528E-09,9.84E-27,2.62E+03,1.33E+03,-8.82E+02
29,8.62E+01,8.62E+01,-1.09E+02,4.10E+02,2.80E+01,1.11E+02,9.56E-02,5.28978E-10,9.55E-27,3.50E+03,6.95E+02,-2.65E+03
30,8.62E+01,8.62E+01,-1.10E+02,4.00E+02,2.61E+01,1.11E+02,8.73E-02,5.48811E-10,1.04E-26,-1.75E+03,6.50E+02,1.82E+03
29,8.63E+01,8.63E+01,-1.08E+02,3.91E+02,3.94E+01,1.12E+02,9.65E-02,1.17788E-09,9.59E-27,2.62E+03,1.24E+03,-9.00E+02
29,8.63E+01,8.63E+01,-1.09E+02,4.31E+02,4.32E+01,1.11E+02,9.12E-02,1.06045E-09,1.04E-26,2.68E+03,1.30E+03,-9.05E+02
29,8.62E+01,8.62E+01,-1.08E+02,4.17E+02,2.72E+01,1.12E+02,9.53E-02,7.56797E-10,9.73E-27,2.53E+03,1.20E+03,-8.72E+02
29,8.62E+01,8.62E+01,-1.09E+02,4.26E+02,2.18E+01,1.11E+02,9.47E-02,5.27397E-10,9.62E-27,3.65E+03,6.22E+02,-2.70E+03
29,8.62E+01,8.62E+01,-1.08E+02,3.88E+02,3.83E+01,1.12E+02,9.41E-02,9.29209E-10,9.67E-27,2.46E+03,1.07E+03,-9.08E+02
30,8.62E+01,8.62E+01,-1.11E+02,4.76E+02,2.83E+01,1.10E+02,8.74E-02,4.78257E-10,1.07E-26,3.54E+03,6.90E+02,-2.83E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.74E+02,2.40E+01,1.12E+02,9.75E-02,7.1826E-10,9.06E-27,3.48E+03,6.87E+02,-2.64E+03
29,8.63E+01,8.63E+01,-1.09E+02,3.96E+02,3.82E+01,1.11E+02,9.00E-02,6.58627E-10,1.02E-26,2.56E+03,1.22E+03,-8.82E+02
30,8.62E+01,8.62E+01,-1.09E+02,3.96E+02,1.94E+01,1.11E+02,9.07E-02,7.99343E-10,9.75E-27,3.31E+03,6.43E+02,-2.80E+03
30,8.62E+01,8.62E+01,-1.08E+02,4.41E+02,2.31E+01,1.11E+02,8.65E-02,1.12566E-09,1.07E-26,2.57E+03,1.08E+03,-8.76E+02
29,8.62E+01,8.62E+01,-1.09E+02,4.14E+02,3.27E+01,1.11E+02,8.90E-02,1.17659E-09,1.04E-26,2.60E+03,1.20E+03,-8.91E+02
29,8.62E+01,8.62E+01,-1.09E+02,4.31E+02,4.09E+01,1.11E+02,9.05E-02,1.01032E-09,1.04E-26,2.69E+03,1.38E+03,-8.82E+02
30,8.62E+01,8.62E+01,-1.08E+02,3.46E+02,2.79E+01,1.12E+02,9.66E-02,2.98887E-10,8.89E-27,3.37E+03,6.45E+02,-2.77E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.89E+02,2.02E+01,1.11E+02,9.29E-02,1.20626E-09,9.53E-27,3.55E+03,7.54E+02,-2.52E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.60E+02,1.78E+01,1.12E+02,9.35E-02,4.332E-10,9.06E-27,3.29E+03,5.52E+02,-2.87E+03
30,8.62E+01,8.62E+01,-1.07E+02,3.50E+02,3.42E+01,1.12E+02,9.46E-02,1.09866E-09,9.28E-27,2.54E+03,1.14E+03,-9.06E+02
30,8.62E+01,8.62E+01,-1.10E+02,5.07E+02,3.19E+01,1.10E+02,8.50E-02,2.27625E-10,1.13E-26,2.47E+03,1.29E+03,-8.60E+02
30,8.61E+01,8.61E+01,-1.09E+02,4.01E+02,2.65E+01,1.12E+02,9.81E-02,7.4575E-11,9.09E-27,3.50E+03,5.70E+02,-2.89E+03
30,8.62E+01,8.62E+01,-1.07E+02,3.77E+02,3.68E+01,1.13E+02,0.101358173,9.66914E-10,9.00E-27,2.56E+03,1.15E+03,-8.95E+02
29,8.62E+01,8.62E+01,-1.08E+02,3.91E+02,3.68E+01,1.11E+02,9.15E-02,9.02167E-10,1.00E-26,2.58E+03,1.19E+03,-8.89E+02
30,8.62E+01,8.62E+01,-1.09E+02,4.34E+02,2.58E+01,1.12E+02,0.102936598,5.88287E-10,8.92E-27,3.50E+03,6.74E+02,-2.63E+03
29,8.61E+01,8.61E+01,-1.09E+02,4.18E+02,2.75E+01,1.11E+02,9.57E-02,2.4046E-10,9.51E-27,3.36E+03,6.23E+02,-2.81E+03
30,8.62E+01,8.62E+01,-1.09E+02,4.50E+02,2.88E+01,1.12E+02,0.101118945,5.31331E-10,9.16E-27,3.48E+03,6.98E+02,-2.64E+03
30,8.62E+01,8.62E+01,-1.09E+02,4.02E+02,2.21E+01,1.11E+02,9.10E-02,9.97601E-10,9.88E-27,-1.69E+03,6.80E+02,1.86E+03
29,8.62E+01,8.62E+01,-1.09E+02,4.25E+02,2.28E+01,1.11E+02,9.56E-02,8.42234E-10,9.57E-27,-1.74E+03,6.54E+02,1.82E+03
30,8.62E+01,8.62E+01,-1.09E+02,3.75E+02,2.59E+01,1.11E+02,9.44E-02,3.47994E-10,9.31E-27,3.30E+03,6.31E+02,-2.80E+03
30,8.62E+01,8.62E+01,-1.09E+02,4.46E+02,3.04E+01,1.11E+02,8.57E-02,9.85708E-10,1.09E-26,2.66E+03,1.21E+03,-8.88E+02
30,8.62E+01,8.62E+01,-1.07E+02,4.64E+02,2.47E+01,1.13E+02,0.10518044,5.10228E-10,8.89E-27,2.67E+03,1.23E+03,-8.71E+02
30,8.62E+01,8.62E+01,-1.09E+02,4.07E+02,3.49E+01,1.11E+02,8.62E-02,4.17974E-10,1.06E-26,2.62E+03,1.16E+03,-8.77E+02
29,8.62E+01,8.62E+01,-1.08E+02,4.76E+02,3.03E+01,1.12E+02,9.74E-02,1.09247E-09,9.75E-27,2.60E+03,1.21E+03,-8.79E+02
30,8.62E+01,8.62E+01,-1.09E+02,3.79E+02,2.51E+01,1.11E+02,8.97E-02,4.58931E-10,9.79E-27,3.32E+03,6.49E+02,-2.78E+03
29,8.62E+01,8.62E+01,-1.08E+02,4.05E+02,3.74E+01,1.12E+02,9.54E-02,6.78402E-10,9.71E-27,2.61E+03,1.16E+03,-8.85E+02
30,8.62E+01,8.62E+01,-1.08E+02,3.88E+02,3.65E+01,1.12E+02,9.94E-02,6.48237E-10,9.21E-27,2.56E+03,1.24E+03,-8.82E+02
29,8.62E+01,8.62E+01,-1.09E+02,4.69E+02,2.95E+01,1.11E+02,9.15E-02,9.17997E-10,1.03E-26,2.55E+03,1.24E+03,-8.78E+02
30,8.61E+01,8.61E+01,-1.10E+02,3.99E+02,2.74E+01,1.11E+02,9.05E-02,3.1501E-10,9.90E-27,3.46E+03,6.43E+02,-2.82E+03
29,8.62E+01,8.62E+01,-1.07E+02,3.82E+02,2.74E+01,1.12E+02,9.23E-02,9.91821E-10,9.73E-27,2.66E+03,1.20E+03,-8.85E+02
29,8.62E+01,8.62E+01,-1.09E+02,3.89E+02,2.79E+01,1.11E+02,9.35E-02,6.0805E-10,9.61E-27,-1.76E+03,6.78E+02,1.82E+03
29,8.62E+01,8.62E+01,-1.08E+02,4.78E+02,2.62E+01,1.12E+02,9.82E-02,4.75704E-10,9.62E-27,2.48E+03,1.23E+03,-8.57E+02
30,8.61E+01,8.61E+01,-1.09E+02,4.10E+02,3.02E+01,1.11E+02,9.84E-02,3.56764E-10,9.22E-27,3.48E+03,6.79E+02,-2.78E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.68E+02,2.10E+01,1.12E+02,9.16E-02,7.7672E-10,9.47E-27,-1.75E+03,6.30E+02,1.77E+03
30,8.62E+01,8.62E+01,-1.07E+02,3.75E+02,2.81E+01,1.12E+02,0.100320448,1.19356E-09,8.97E-27,2.66E+03,1.21E+03,-8.94E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.48E+02,2.25E+01,1.12E+02,9.26E-02,4.33724E-10,9.10E-27,3.36E+03,6.14E+02,-2.82E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.73E+02,3.54E+01,1.11E+02,9.03E-02,1.06678E-09,9.91E-27,2.58E+03,1.13E+03,-9.13E+02
30,8.62E+01,8.62E+01,-1.07E+02,4.32E+02,2.75E+01,1.12E+02,0.101403232,1.2747E-09,9.16E-27,2.57E+03,1.24E+03,-8.95E+02
29,8.62E+01,8.62E+01,-1.09E+02,4.06E+02,2.19E+01,1.11E+02,9.39E-02,7.52188E-10,9.45E-27,3.53E+03,6.69E+02,-2.69E+03
30,8.62E+01,8.62E+01,-1.09E+02,4.39E+02,3.05E+01,1.11E+02,8.82E-02,1.59904E-10,1.05E-26,2.56E+03,1.25E+03,-8.66E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.45E+02,2.31E+01,1.12E+02,9.29E-02,1.56478E-10,9.02E-27,3.73E+03,5.64E+02,-2.80E+03
29,8.62E+01,8.62E+01,-1.08E+02,4.62E+02,3.49E+01,1.12E+02,9.88E-02,5.05939E-10,9.55E-27,2.44E+03,1.27E+03,-8.68E+02
29,8.61E+01,8.61E+01,-1.09E+02,4.22E+02,2.54E+01,1.11E+02,9.52E-02,9.38777E-10,9.59E-27,-1.69E+03,7.03E+02,1.85E+03
29,8.61E+01,8.61E+01,-1.09E+02,4.33E+02,2.78E+01,1.12E+02,9.84E-02,6.64673E-10,9.34E-27,-1.75E+03,6.81E+02,1.83E+03
29,8.62E+01,8.62E+01,-1.08E+02,4.27E+02,3.98E+01,1.12E+02,9.74E-02,8.0306E-10,9.55E-27,2.58E+03,1.21E+03,-8.86E+02
30,8.61E+01,8.61E+01,-1.10E+02,3.99E+02,2.74E+01,1.10E+02,8.79E-02,2.38282E-10,1.01E-26,3.39E+03,6.24E+02,-2.83E+03
30,8.62E+01,8.62E+01,-1.09E+02,4.04E+02,3.40E+01,1.11E+02,8.91E-02,1.04091E-09,1.03E-26,2.61E+03,1.16E+03,-9.08E+02
30,8.61E+01,8.61E+01,-1.11E+02,4.48E+02,2.63E+01,1.10E+02,8.68E-02,5.68686E-10,1.05E-26,3.30E+03,6.83E+02,-2.84E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.78E+02,2.04E+01,1.12E+02,9.72E-02,8.10137E-10,8.95E-27,3.38E+03,6.55E+02,-2.89E+03
30,8.61E+01,8.61E+01,-1.09E+02,4.01E+02,2.34E+01,1.11E+02,8.75E-02,5.30489E-10,1.02E-26,-1.58E+03,6.13E+02,1.84E+03
29,8.61E+01,8.61E+01,-1.09E+02,4.40E+02,2.67E+01,1.11E+02,9.27E-02,2.01187E-10,9.89E-27,-1.61E+03,5.83E+02,1.83E+03
30,8.62E+01,8.62E+01,-1.09E+02,4.12E+02,3.23E+01,1.11E+02,8.58E-02,8.31685E-10,1.06E-26,2.57E+03,1.25E+03,-8.80E+02
30,8.61E+01,8.61E+01,-1.11E+02,4.48E+02,3.07E+01,1.10E+02,8.64E-02,2.66807E-10,1.06E-26,3.38E+03,6.65E+02,-2.87E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.99E+02,2.44E+01,1.11E+02,8.90E-02,8.03268E-10,1.00E-26,-1.76E+03,6.78E+02,1.81E+03
29,8.61E+01,8.61E+01,-1.10E+02,4.39E+02,2.52E+01,1.11E+02,9.20E-02,4.11728E-10,9.88E-27,3.53E+03,6.39E+02,-2.62E+03
30,8.62E+01,8.62E+01,-1.08E+02,4.76E+02,3.81E+01,1.12E+02,0.103023808,7.48305E-10,9.17E-27,2.45E+03,1.25E+03,-8.75E+02
30,8.61E+01,8.61E+01,-1.09E+02,4.05E+02,2.44E+01,1.11E+02,9.81E-02,4.0506E-10,9.09E-27,3.38E+03,6.24E+02,-2.64E+03
29,8.61E+01,8.61E+01,-1.09E+02,4.27E+02,3.76E+01,1.11E+02,9.16E-02,1.0663E-09,1.01E-26,2.57E+03,1.15E+03,-9.14E+02
29,8.61E+01,8.61E+01,-1.08E+02,4.20E+02,3.53E+01,1.12E+02,9.63E-02,5.58866E-10,9.59E-27,2.62E+03,1.13E+03,-8.81E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.58E+02,3.60E+01,1.12E+02,9.10E-02,9.4256E-10,9.59E-27,2.57E+03,1.15E+03,-9.00E+02
29,8.61E+01,8.61E+01,-1.08E+02,4.30E+02,3.56E+01,1.12E+02,9.59E-02,7.37768E-10,9.67E-27,2.45E+03,1.26E+03,-8.72E+02
30,8.61E+01,8.61E+01,-1.09E+02,4.35E+02,3.21E+01,1.11E+02,8.63E-02,4.39709E-10,1.07E-26,2.62E+03,1.15E+03,-8.68E+02
30,8.60E+01,8.60E+01,-1.10E+02,5.02E+02,3.14E+01,1.12E+02,0.104746575,3.10639E-10,8.86E-27,3.55E+03,6.79E+02,-2.74E+03
30,8.61E+01,8.61E+01,-1.09E+02,4.41E+02,3.11E+01,1.11E+02,8.75E-02,7.87593E-10,1.06E-26,2.67E+03,1.25E+03,-8.78E+02
30,8.61E+01,8.61E+01,-1.07E+02,4.24E+02,3.54E+01,1.12E+02,0.104389123,1.282E-09,8.87E-27,2.68E+03,1.21E+03,-9.06E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.76E+02,1.80E+01,1.11E+02,9.57E-02,7.75932E-10,8.93E-27,3.36E+03,6.18E+02,-2.71E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.58E+02,2.44E+01,1.11E+02,9.22E-02,4.71201E-10,9.19E-27,3.33E+03,6.44E+02,-2.83E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.51E+02,2.26E+01,1.11E+02,9.34E-02,9.31771E-10,9.03E-27,3.59E+03,7.29E+02,-2.73E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.75E+02,3.14E+01,1.11E+02,9.46E-02,4.8027E-10,9.25E-27,3.29E+03,7.22E+02,-2.82E+03
30,8.61E+01,8.61E+01,-1.10E+02,4.21E+02,2.94E+01,1.10E+02,8.74E-02,3.9225E-10,1.03E-26,3.50E+03,6.85E+02,-2.65E+03
29,8.61E+01,8.61E+01,-1.08E+02,4.52E+02,3.00E+01,1.11E+02,9.22E-02,1.23303E-09,1.01E-26,2.68E+03,1.29E+03,-8.91E+02
30,8.61E+01,8.61E+01,-1.09E+02,4.24E+02,2.64E+01,1.11E+02,9.97E-02,6.04086E-10,9.04E-27,3.47E+03,6.87E+02,-2.65E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.86E+02,2.33E+01,1.11E+02,9.46E-02,7.43429E-10,9.24E-27,3.52E+03,6.86E+02,-2.57E+03
30,8.61E+01,8.61E+01,-1.09E+02,4.18E+02,2.73E+01,1.11E+02,9.84E-02,6.44935E-10,9.15E-27,3.49E+03,7.08E+02,-2.67E+03
30,8.60E+01,8.60E+01,-1.09E+02,4.18E+02,2.70E+01,1.12E+02,0.101891325,1.1503E-10,8.79E-27,3.68E+03,5.90E+02,-2.70E+03
30,8.61E+01,8.61E+01,-1.09E+02,4.21E+02,2.67E+01,1.11E+02,9.94E-02,5.22557E-10,9.05E-27,3.31E+03,6.71E+02,-2.70E+03
30,8.61E+01,8.61E+01,-1.09E+02,4.26E+02,3.73E+01,1.10E+02,8.51E-02,9.77768E-10,1.08E-26,2.66E+03,1.28E+03,-8.89E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.62E+02,3.81E+01,1.12E+02,9.05E-02,3.6609E-10,9.69E-27,2.49E+03,1.25E+03,-8.77E+02
30,8.60E+01,8.60E+01,-1.09E+02,3.76E+02,2.88E+01,1.11E+02,9.57E-02,2.32682E-10,9.11E-27,3.30E+03,6.36E+02,-2.81E+03
29,8.60E+01,8.60E+01,-1.10E+02,4.61E+02,2.67E+01,1.10E+02,9.36E-02,9.22619E-11,9.75E-27,3.66E+03,5.79E+02,-2.70E+03
30,8.61E+01,8.61E+01,-1.09E+02,4.15E+02,2.93E+01,1.12E+02,9.87E-02,1.03332E-09,9.18E-27,-1.74E+03,7.63E+02,1.73E+03
29,8.60E+01,8.60E+01,-1.10E+02,4.06E+02,3.10E+01,1.11E+02,9.18E-02,3.94232E-10,9.71E-27,3.47E+03,7.00E+02,-2.65E+03
29,8.60E+01,8.60E+01,-1.10E+02,4.47E+02,2.68E+01,1.10E+02,9.17E-02,1.46273E-10,9.88E-27,3.31E+03,5.91E+02,-2.67E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.68E+02,3.35E+01,1.12E+02,9.25E-02,7.6603E-10,9.53E-27,2.61E+03,1.15E+03,-8.83E+02
30,8.61E+01,8.61E+01,-1.09E+02,3.72E+02,2.89E+01,1.11E+02,9.69E-02,5.92531E-10,8.99E-27,3.56E+03,7.23E+02,-2.69E+03
29,8.61E+01,8.61E+01,-1.10E+02,4.32E+02,3.11E+01,1.11E+02,9.56E-02,5.88728E-10,9.49E-27,3.49E+03,7.41E+02,-2.75E+03
30,8.61E+01,8.61E+01,-1.08E+02,5.16E+02,3.84E+01,1.12E+02,0.104190885,1.27499E-09,9.08E-27,2.57E+03,1.23E+03,-9.05E+02
30,8.61E+01,8.61E+01,-1.09E+02,4.36E+02,2.93E+01,1.11E+02,8.78E-02,1.14732E-09,1.05E-26,2.63E+03,1.45E+03,-8.72E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.72E+02,2.13E+01,1.11E+02,9.51E-02,1.01811E-09,9.02E-27,3.29E+03,7.13E+02,-2.73E+03
30,8.60E+01,8.60E+01,-1.08E+02,4.04E+02,2.39E+01,1.11E+02,9.71E-02,1.82884E-10,9.12E-27,-1.56E+03,5.50E+02,1.84E+03
30,8.60E+01,8.60E+01,-1.09E+02,4.29E+02,2.21E+01,1.11E+02,9.81E-02,5.64023E-10,9.12E-27,3.40E+03,6.25E+02,-2.81E+03
29,8.61E+01,8.61E+01,-1.08E+02,4.06E+02,3.92E+01,1.12E+02,9.47E-02,4.1776E-13,9.58E-27,2.66E+03,1.24E+03,-8.63E+02
30,8.61E+01,8.61E+01,-1.09E+02,4.11E+02,3.21E+01,1.11E+02,8.85E-02,4.74965E-10,1.02E-26,2.74E+03,1.28E+03,-8.59E+02
29,8.61E+01,8.61E+01,-1.09E+02,4.50E+02,2.47E+01,1.11E+02,9.57E-02,7.21052E-10,9.49E-27,3.49E+03,6.92E+02,-2.65E+03
29,8.61E+01,8.61E+01,-1.09E+02,4.46E+02,3.86E+01,1.11E+02,8.89E-02,1.10275E-09,1.04E-26,2.65E+03,1.27E+03,-8.99E+02
30,8.61E+01,8.61E+01,-1.07E+02,4.00E+02,1.88E+01,1.11E+02,8.88E-02,6.52914E-10,9.84E-27,2.55E+03,1.23E+03,-8.73E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.99E+02,2.38E+01,1.12E+02,9.90E-02,1.07225E-09,8.97E-27,-1.70E+03,7.04E+02,1.83E+03
29,8.61E+01,8.61E+01,-1.09E+02,4.80E+02,3.70E+01,1.11E+02,8.94E-02,1.01145E-09,1.05E-26,2.57E+03,1.22E+03,-8.95E+02
30,8.60E+01,8.60E+01,-1.08E+02,3.71E+02,2.55E+01,1.12E+02,9.62E-02,9.54432E-10,9.05E-27,-1.65E+03,7.12E+02,1.86E+03
30,8.60E+01,8.60E+01,-1.09E+02,4.62E+02,3.13E+01,1.12E+02,0.101406355,2.85952E-10,9.06E-27,-1.50E+03,6.43E+02,1.83E+03
29,8.61E+01,8.61E+01,-1.08E+02,4.64E+02,3.21E+01,1.12E+02,0.100399,1.3273E-09,9.28E-27,2.57E+03,1.23E+03,-8.96E+02
29,8.60E+01,8.60E+01,-1.09E+02,4.07E+02,2.67E+01,1.11E+02,9.32E-02,7.49629E-10,9.58E-27,-1.76E+03,6.89E+02,1.82E+03
30,8.61E+01,8.61E+01,-1.08E+02,4.12E+02,2.46E+01,1.11E+02,8.74E-02,7.91059E-10,1.02E-26,2.68E+03,1.25E+03,-8.76E+02
30,8.60E+01,8.60E+01,-1.09E+02,4.24E+02,2.50E+01,1.11E+02,9.02E-02,2.18695E-10,9.91E-27,-1.59E+03,5.69E+02,1.85E+03
29,8.60E+01,8.60E+01,-1.09E+02,4.19E+02,2.49E+01,1.11E+02,9.51E-02,7.87467E-10,9.43E-27,-1.74E+03,6.72E+02,1.87E+03
30,8.60E+01,8.60E+01,-1.09E+02,3.56E+02,2.99E+01,1.11E+02,9.38E-02,2.42841E-10,9.04E-27,3.29E+03,6.51E+02,-2.72E+03
30,8.60E+01,8.60E+01,-1.09E+02,4.11E+02,2.25E+01,1.11E+02,9.14E-02,6.33163E-10,9.69E-27,-1.73E+03,6.18E+02,1.83E+03
30,8.61E+01,8.61E+01,-1.08E+02,4.63E+02,3.24E+01,1.12E+02,0.10444971,1.16495E-09,8.89E-27,2.66E+03,1.26E+03,-8.75E+02
30,8.61E+01,8.61E+01,-1.09E+02,4.36E+02,3.52E+01,1.11E+02,8.71E-02,1.28221E-10,1.05E-26,2.62E+03,1.15E+03,-8.68E+02
30,8.60E+01,8.60E+01,-1.11E+02,4.79E+02,3.00E+01,1.10E+02,8.60E-02,3.31413E-10,1.07E-26,3.48E+03,6.75E+02,-2.64E+03
30,8.59E+01,8.59E+01,-1.08E+02,3.71E+02,2.21E+01,1.11E+02,9.33E-02,1.51262E-10,9.12E-27,-1.56E+03,5.25E+02,1.85E+03
29,8.60E+01,8.60E+01,-1.07E+02,3.92E+02,3.01E+01,1.12E+02,9.62E-02,8.16448E-10,9.25E-27,2.57E+03,1.26E+03,-8.77E+02
30,8.60E+01,8.60E+01,-1.09E+02,4.25E+02,2.70E+01,1.11E+02,9.84E-02,2.93881E-10,9.07E-27,3.54E+03,6.31E+02,-2.78E+03
29,8.60E+01,8.60E+01,-1.09E+02,3.79E+02,2.67E+01,1.11E+02,9.37E-02,6.98418E-10,9.30E-27,-1.79E+03,6.83E+02,1.88E+03
30,8.60E+01,8.60E+01,-1.10E+02,4.44E+02,2.52E+01,1.10E+02,8.82E-02,2.30143E-10,1.01E-26,3.52E+03,5.98E+02,-2.68E+03
29,8.60E+01,8.60E+01,-1.08E+02,3.91E+02,3.00E+01,1.11E+02,9.32E-02,2.85109E-10,9.51E-27,2.59E+03,1.21E+03,-8.79E+02
29,8.60E+01,8.60E+01,-1.09E+02,4.69E+02,3.35E+01,1.11E+02,9.05E-02,7.21076E-10,1.03E-26,2.46E+03,1.29E+03,-8.69E+02
29,8.59E+01,8.59E+01,-1.10E+02,4.41E+02,2.61E+01,1.10E+02,9.19E-02,1.38585E-10,9.74E-27,3.37E+03,5.83E+02,-2.76E+03
30,8.60E+01,8.60E+01,-1.07E+02,4.31E+02,2.81E+01,1.12E+02,9.95E-02,1.14358E-09,9.16E-27,2.68E+03,1.24E+03,-8.82E+02
30,8.60E+01,8.60E+01,-1.08E+02,4.13E+02,2.86E+01,1.11E+02,8.80E-02,3.98447E-10,1.02E-26,2.68E+03,1.22E+03,-8.76E+02
